"","id","task","stimulus","density","frequency","length","item","rt","log_rt","correct"
"4292","L18","lexdec","nonword","high","high","6","leaoed",0.812,-0.208254938820459,TRUE
"4293","L18","lexdec","nonword","high","high","6","uilled",0.688,-0.373966441048793,TRUE
"4294","L18","lexdec","nonword","high","high","6","peeaed",0.859,-0.151986356997882,TRUE
"4295","L18","lexdec","nonword","high","high","4","uans",0.5,-0.693147180559945,TRUE
"4296","L18","lexdec","nonword","high","high","4","iout",0.61,-0.49429632181478,TRUE
"4297","L18","lexdec","nonword","high","high","5","wiwes",0.516,-0.661648513500574,TRUE
"4298","L18","lexdec","nonword","high","high","5","aoped",0.594,-0.520875959619492,TRUE
"4299","L18","lexdec","nonword","high","high","5","aeals",0.656,-0.421594490038048,TRUE
"4300","L18","lexdec","nonword","high","high","6","iagged",0.485,-0.723606388044654,TRUE
"4301","L18","lexdec","nonword","high","high","6","xashed",0.937,-0.0650719967437148,TRUE
"4302","L18","lexdec","nonword","high","high","4","ieep",0.906,-0.0987159729391577,TRUE
"4303","L18","lexdec","nonword","high","high","4","uabs",0.547,-0.603306476560156,TRUE
"4304","L18","lexdec","nonword","high","high","4","uood",0.687,-0.375420986759788,TRUE
"4305","L18","lexdec","nonword","high","high","5","oales",0.954,-0.0470916075338506,TRUE
"4306","L18","lexdec","nonword","high","high","5","uests",0.703,-0.352398387171472,TRUE
"4307","L18","lexdec","nonword","high","high","5","eings",0.641,-0.444725822061467,TRUE
"4308","L18","lexdec","nonword","high","high","6","oarrow",0.625,-0.470003629245736,TRUE
"4309","L18","lexdec","nonword","high","high","6","ougged",0.656,-0.421594490038048,TRUE
"4310","L18","lexdec","nonword","high","high","4","oang",0.672,-0.397496938458987,TRUE
"4311","L18","lexdec","nonword","high","high","4","daie",0.64,-0.446287102628419,TRUE
"4312","L18","lexdec","nonword","high","high","4","sanm",1.453,0.373630384588146,TRUE
"4313","L18","lexdec","nonword","high","high","5","mioes",0.797,-0.226900600191922,TRUE
"4314","L18","lexdec","nonword","high","high","6","aocked",0.578,-0.54818141030976,TRUE
"4315","L18","lexdec","nonword","high","high","6","szores",0.578,-0.54818141030976,TRUE
"4316","L18","lexdec","word","high","high","4","list",1.781,0.577175004307525,TRUE
"4317","L18","lexdec","word","high","high","4","post",0.688,-0.373966441048793,TRUE
"4318","L18","lexdec","word","high","high","4","milk",0.734,-0.309246250367621,TRUE
"4319","L18","lexdec","word","high","high","5","bound",0.719,-0.32989392126109,TRUE
"4320","L18","lexdec","word","high","high","5","lines",0.672,-0.397496938458987,TRUE
"4321","L18","lexdec","word","high","high","5","moves",1.016,0.0158733491562902,TRUE
"4322","L18","lexdec","word","high","high","6","locked",0.734,-0.309246250367621,TRUE
"4323","L18","lexdec","word","high","high","6","failed",1.031,0.0305292050348228,TRUE
"4324","L18","lexdec","word","high","high","4","note",1.031,0.0305292050348228,TRUE
"4325","L18","lexdec","word","high","high","4","boat",0.718,-0.331285709933913,TRUE
"4326","L18","lexdec","word","high","high","4","test",0.75,-0.287682072451781,TRUE
"4327","L18","lexdec","word","high","high","5","match",0.625,-0.470003629245736,TRUE
"4328","L18","lexdec","word","high","high","5","sight",0.844,-0.16960278438618,TRUE
"4329","L18","lexdec","word","high","high","6","filled",0.765,-0.267879445155601,TRUE
"4330","L18","lexdec","word","high","high","6","finger",0.672,-0.397496938458987,TRUE
"4331","L18","lexdec","word","high","high","4","sold",0.594,-0.520875959619492,TRUE
"4332","L18","lexdec","word","high","high","4","race",0.547,-0.603306476560156,TRUE
"4333","L18","lexdec","word","high","high","4","yard",0.844,-0.16960278438618,TRUE
"4334","L18","lexdec","word","high","high","5","lower",0.625,-0.470003629245736,TRUE
"4335","L18","lexdec","word","high","high","5","walls",0.61,-0.49429632181478,TRUE
"4336","L18","lexdec","word","high","high","5","waves",0.984,-0.0161293819298836,TRUE
"4337","L18","lexdec","word","high","high","6","latter",0.672,-0.397496938458987,TRUE
"4338","L18","lexdec","word","high","high","6","pulled",0.579,-0.546452801409142,TRUE
"4339","L18","lexdec","word","high","high","4","park",0.672,-0.397496938458987,TRUE
"4340","L18","lexdec","word","high","high","4","nose",1.594,0.466246580368023,TRUE
"4341","L18","lexdec","word","high","high","4","coal",0.938,-0.0640053299759124,TRUE
"4342","L18","lexdec","word","high","high","5","parts",2.75,1.01160091167848,TRUE
"4343","L18","lexdec","word","high","high","5","beach",0.562,-0.576253429088446,TRUE
"4344","L18","lexdec","word","high","high","6","picked",0.953,-0.048140375327935,TRUE
"4345","L18","lexdec","word","high","high","6","faster",0.766,-0.266573109241546,TRUE
"4346","L18","lexdec","word","high","high","6","waited",0.625,-0.470003629245736,TRUE
"4347","L18","lexdec","word","high","high","4","ease",0.672,-0.397496938458987,TRUE
"4348","L18","lexdec","word","high","high","4","coat",0.734,-0.309246250367621,TRUE
"4349","L18","lexdec","word","high","high","5","river",0.844,-0.16960278438618,TRUE
"4350","L18","lexdec","word","high","high","5","games",0.766,-0.266573109241546,TRUE
"4351","L18","lexdec","word","high","high","6","stared",2.328,0.845009529869191,TRUE
"4352","L18","lexdec","word","high","high","6","missed",0.813,-0.207024169434327,TRUE
"4353","L18","lexdec","word","high","high","6","showed",0.797,-0.226900600191922,TRUE
"4354","L18","lexdec","nonword","high","low","4","toop",0.782,-0.245900538436826,TRUE
"4355","L18","lexdec","nonword","high","low","4","salf",0.797,-0.226900600191922,TRUE
"4356","L18","lexdec","nonword","high","low","5","hiped",1.328,0.283674051054242,TRUE
"4357","L18","lexdec","nonword","high","low","5","saped",1.172,0.158711691154821,TRUE
"4358","L18","lexdec","nonword","high","low","6","blaced",1.046,0.0449733656427312,TRUE
"4359","L18","lexdec","nonword","high","low","6","hipped",1.172,0.158711691154821,TRUE
"4360","L18","lexdec","nonword","high","low","6","craked",2.735,1.00613143587394,TRUE
"4361","L18","lexdec","nonword","high","low","4","vown",1.203,0.184818436992542,TRUE
"4362","L18","lexdec","nonword","high","low","4","slol",0.688,-0.373966441048793,TRUE
"4363","L18","lexdec","nonword","high","low","5","zaste",0.75,-0.287682072451781,TRUE
"4364","L18","lexdec","nonword","high","low","5","smale",1.484,0.394741144745189,TRUE
"4365","L18","lexdec","nonword","high","low","6","crames",1.031,0.0305292050348228,TRUE
"4366","L18","lexdec","nonword","high","low","6","roiled",2.64,0.970778917158225,TRUE
"4367","L18","lexdec","nonword","high","low","4","stim",0.844,-0.16960278438618,TRUE
"4368","L18","lexdec","nonword","high","low","4","draz",0.829,-0.187535123846842,TRUE
"4369","L18","lexdec","nonword","high","low","5","wumps",0.64,-0.446287102628419,TRUE
"4370","L18","lexdec","nonword","high","low","5","solts",0.593,-0.522560879984412,TRUE
"4371","L18","lexdec","nonword","high","low","6","lanked",1.469,0.38458189719174,TRUE
"4372","L18","lexdec","nonword","high","low","6","treaks",0.781,-0.247180129142451,TRUE
"4373","L18","lexdec","nonword","high","low","4","plap",0.735,-0.3078847797693,TRUE
"4374","L18","lexdec","nonword","high","low","4","fler",0.797,-0.226900600191922,TRUE
"4375","L18","lexdec","nonword","high","low","4","yuts",0.828,-0.188742124596877,TRUE
"4376","L18","lexdec","nonword","high","low","5","geams",0.969,-0.0314906670913708,TRUE
"4377","L18","lexdec","nonword","high","low","5","frain",0.657,-0.420071260497527,TRUE
"4378","L18","lexdec","nonword","high","low","5","rairs",0.688,-0.373966441048793,TRUE
"4379","L18","lexdec","nonword","high","low","6","looned",0.766,-0.266573109241546,TRUE
"4380","L18","lexdec","nonword","high","low","6","cicked",0.765,-0.267879445155601,TRUE
"4381","L18","lexdec","nonword","high","low","4","saft",0.922,-0.0812100554255432,TRUE
"4382","L18","lexdec","nonword","high","low","4","gark",1.766,0.568717102181768,TRUE
"4383","L18","lexdec","nonword","high","low","5","trile",2.313,0.838545383249302,TRUE
"4384","L18","lexdec","nonword","high","low","5","glave",0.875,-0.133531392624523,TRUE
"4385","L18","lexdec","nonword","high","low","5","saged",1.328,0.283674051054242,TRUE
"4386","L18","lexdec","nonword","high","low","6","zailed",0.734,-0.309246250367621,TRUE
"4387","L18","lexdec","nonword","high","low","6","mooled",0.766,-0.266573109241546,TRUE
"4388","L18","lexdec","nonword","high","low","6","crades",1.094,0.0898407039997895,TRUE
"4389","L18","lexdec","word","high","low","4","cove",1.844,0.611937125134402,TRUE
"4390","L18","lexdec","word","high","low","4","curl",0.75,-0.287682072451781,TRUE
"4391","L18","lexdec","word","high","low","5","latch",0.687,-0.375420986759788,TRUE
"4392","L18","lexdec","word","high","low","5","stark",3.203,1.16408787062702,TRUE
"4393","L18","lexdec","word","high","low","6","fender",1.5,0.405465108108164,TRUE
"4394","L18","lexdec","word","high","low","6","singer",0.734,-0.309246250367621,TRUE
"4395","L18","lexdec","word","high","low","4","tilt",0.61,-0.49429632181478,TRUE
"4396","L18","lexdec","word","high","low","4","reed",1.281,0.247641022914597,TRUE
"4397","L18","lexdec","word","high","low","4","coil",0.734,-0.309246250367621,TRUE
"4398","L18","lexdec","word","high","low","5","shave",0.594,-0.520875959619492,TRUE
"4399","L18","lexdec","word","high","low","6","jailed",0.703,-0.352398387171472,TRUE
"4400","L18","lexdec","word","high","low","6","wailed",0.765,-0.267879445155601,TRUE
"4401","L18","lexdec","word","high","low","6","ragged",0.718,-0.331285709933913,TRUE
"4402","L18","lexdec","word","high","low","4","hike",0.891,-0.115410851511328,TRUE
"4403","L18","lexdec","word","high","low","4","swan",0.703,-0.352398387171472,TRUE
"4404","L18","lexdec","word","high","low","5","wakes",0.797,-0.226900600191922,TRUE
"4405","L18","lexdec","word","high","low","5","scare",0.61,-0.49429632181478,TRUE
"4406","L18","lexdec","word","high","low","6","soared",0.75,-0.287682072451781,TRUE
"4407","L18","lexdec","word","high","low","6","spared",0.844,-0.16960278438618,TRUE
"4408","L18","lexdec","word","high","low","6","paving",0.578,-0.54818141030976,TRUE
"4409","L18","lexdec","word","high","low","4","mend",0.594,-0.520875959619492,TRUE
"4410","L18","lexdec","word","high","low","4","flaw",0.782,-0.245900538436826,TRUE
"4411","L18","lexdec","word","high","low","5","gears",1.75,0.559615787935423,TRUE
"4412","L18","lexdec","word","high","low","5","stale",0.656,-0.421594490038048,TRUE
"4413","L18","lexdec","word","high","low","6","jagged",0.671,-0.398986142010455,TRUE
"4414","L18","lexdec","word","high","low","6","washes",1.157,0.14583044821154,TRUE
"4415","L18","lexdec","word","high","low","4","rack",1.234,0.210260925483196,TRUE
"4416","L18","lexdec","word","high","low","4","yell",0.641,-0.444725822061467,TRUE
"4417","L18","lexdec","word","high","low","5","packs",0.563,-0.574475650842447,TRUE
"4418","L18","lexdec","word","high","low","5","waded",0.968,-0.0325231917055601,TRUE
"4419","L18","lexdec","word","high","low","6","ringed",0.484,-0.725670372265505,TRUE
"4420","L18","lexdec","nonword","low","high","4","plau",1.735,0.551007413398823,TRUE
"4421","L18","lexdec","nonword","low","high","4","zoae",0.844,-0.16960278438618,TRUE
"4422","L18","lexdec","nonword","low","high","5","moqld",0.859,-0.151986356997882,TRUE
"4423","L18","lexdec","nonword","low","high","5","psems",0.609,-0.49593701127224,TRUE
"4424","L18","lexdec","nonword","low","high","5","phuph",1.016,0.0158733491562902,TRUE
"4425","L18","lexdec","nonword","low","high","6","flepts",0.594,-0.520875959619492,TRUE
"4426","L18","lexdec","nonword","low","high","6","jridge",1.625,0.485507815781701,TRUE
"4427","L18","lexdec","nonword","low","high","6","knenge",1.281,0.247641022914597,TRUE
"4428","L18","lexdec","nonword","low","high","4","tauv",0.578,-0.54818141030976,TRUE
"4429","L18","lexdec","nonword","low","high","4","wlus",0.656,-0.421594490038048,TRUE
"4430","L18","lexdec","nonword","low","high","5","joljs",1.672,0.51402051466251,TRUE
"4431","L18","lexdec","nonword","low","high","5","yarzs",0.672,-0.397496938458987,TRUE
"4432","L18","lexdec","nonword","low","high","5","stfte",0.672,-0.397496938458987,TRUE
"4433","L18","lexdec","nonword","low","high","6","nekved",0.563,-0.574475650842447,TRUE
"4434","L18","lexdec","nonword","low","high","6","luxged",0.875,-0.133531392624523,TRUE
"4435","L18","lexdec","nonword","low","high","4","zryf",0.64,-0.446287102628419,TRUE
"4436","L18","lexdec","nonword","low","high","4","urae",0.547,-0.603306476560156,TRUE
"4437","L18","lexdec","nonword","low","high","4","qymn",0.531,-0.632993257740198,TRUE
"4438","L18","lexdec","nonword","low","high","5","yleak",0.578,-0.54818141030976,TRUE
"4439","L18","lexdec","nonword","low","high","5","monqh",0.687,-0.375420986759788,TRUE
"4440","L18","lexdec","nonword","low","high","6","snoqze",0.625,-0.470003629245736,TRUE
"4441","L18","lexdec","nonword","low","high","6","yurtwh",0.594,-0.520875959619492,TRUE
"4442","L18","lexdec","nonword","low","high","6","heeied",0.562,-0.576253429088446,TRUE
"4443","L18","lexdec","nonword","low","high","4","oxbs",0.485,-0.723606388044654,TRUE
"4444","L18","lexdec","nonword","low","high","4","sjiv",0.453,-0.791863153499103,TRUE
"4445","L18","lexdec","nonword","low","high","4","murw",0.515,-0.663588378318401,TRUE
"4446","L18","lexdec","nonword","low","high","5","pikts",1.141,0.131905070879939,TRUE
"4447","L18","lexdec","nonword","low","high","5","sgoal",0.563,-0.574475650842447,TRUE
"4448","L18","lexdec","nonword","low","high","6","eulged",1.359,0.306749135169007,TRUE
"4449","L18","lexdec","nonword","low","high","6","menxge",0.672,-0.397496938458987,TRUE
"4450","L18","lexdec","nonword","low","high","4","bhef",0.516,-0.661648513500574,TRUE
"4451","L18","lexdec","nonword","low","high","4","ioed",1.062,0.0601539228197471,TRUE
"4452","L18","lexdec","nonword","low","high","4","kexn",1.016,0.0158733491562902,TRUE
"4453","L18","lexdec","nonword","low","high","5","snohd",0.985,-0.0151136378100482,TRUE
"4454","L18","lexdec","nonword","low","high","5","smawn",0.813,-0.207024169434327,TRUE
"4455","L18","lexdec","nonword","low","high","6","glzzed",0.578,-0.54818141030976,TRUE
"4456","L18","lexdec","nonword","low","high","6","typlib",0.641,-0.444725822061467,TRUE
"4457","L18","lexdec","word","low","high","4","evil",0.579,-0.546452801409142,TRUE
"4458","L18","lexdec","word","low","high","4","drew",1.297,0.260053905334307,TRUE
"4459","L18","lexdec","word","low","high","4","golf",0.937,-0.0650719967437148,TRUE
"4460","L18","lexdec","word","low","high","5","claim",0.672,-0.397496938458987,TRUE
"4461","L18","lexdec","word","low","high","5","ideal",0.75,-0.287682072451781,TRUE
"4462","L18","lexdec","word","low","high","6","lifted",1.375,0.318453731118535,TRUE
"4463","L18","lexdec","word","low","high","6","talked",2.531,0.928614481562987,TRUE
"4464","L18","lexdec","word","low","high","4","edge",0.719,-0.32989392126109,TRUE
"4465","L18","lexdec","word","low","high","4","unit",0.687,-0.375420986759788,TRUE
"4466","L18","lexdec","word","low","high","4","knee",0.766,-0.266573109241546,TRUE
"4467","L18","lexdec","word","low","high","5","serve",0.875,-0.133531392624523,TRUE
"4468","L18","lexdec","word","low","high","5","image",0.781,-0.247180129142451,TRUE
"4469","L18","lexdec","word","low","high","6","normal",0.781,-0.247180129142451,TRUE
"4470","L18","lexdec","word","low","high","6","dreams",0.688,-0.373966441048793,TRUE
"4471","L18","lexdec","word","low","high","6","remain",0.656,-0.421594490038048,TRUE
"4472","L18","lexdec","word","low","high","4","plus",0.516,-0.661648513500574,TRUE
"4473","L18","lexdec","word","low","high","4","drop",0.625,-0.470003629245736,TRUE
"4474","L18","lexdec","word","low","high","4","bird",0.547,-0.603306476560156,TRUE
"4475","L18","lexdec","word","low","high","5","towns",0.688,-0.373966441048793,TRUE
"4476","L18","lexdec","word","low","high","5","liked",0.593,-0.522560879984412,TRUE
"4477","L18","lexdec","word","low","high","6","effort",0.625,-0.470003629245736,TRUE
"4478","L18","lexdec","word","low","high","6","cattle",1.203,0.184818436992542,TRUE
"4479","L18","lexdec","word","low","high","4","club",0.75,-0.287682072451781,TRUE
"4480","L18","lexdec","word","low","high","4","copy",0.781,-0.247180129142451,TRUE
"4481","L18","lexdec","word","low","high","4","duty",1.125,0.117783035656383,TRUE
"4482","L18","lexdec","word","low","high","5","yards",0.593,-0.522560879984412,TRUE
"4483","L18","lexdec","word","low","high","5","march",0.579,-0.546452801409142,TRUE
"4484","L18","lexdec","word","low","high","5","loose",0.515,-0.663588378318401,TRUE
"4485","L18","lexdec","word","low","high","6","helped",0.609,-0.49593701127224,TRUE
"4486","L18","lexdec","word","low","high","6","smiled",1.234,0.210260925483196,TRUE
"4487","L18","lexdec","word","low","high","4","onto",0.812,-0.208254938820459,TRUE
"4488","L18","lexdec","word","low","high","4","sign",1.156,0.144965770250186,TRUE
"4489","L18","lexdec","word","low","high","5","block",2.219,0.797056643950457,TRUE
"4490","L18","lexdec","word","low","high","5","noted",0.687,-0.375420986759788,TRUE
"4491","L18","lexdec","word","low","high","6","caused",1.687,0.522951803563831,TRUE
"4492","L18","lexdec","word","low","high","6","latest",0.75,-0.287682072451781,TRUE
"4493","L18","lexdec","word","low","high","6","motion",0.625,-0.470003629245736,TRUE
"4494","L18","lexdec","nonword","low","low","4","deke",0.859,-0.151986356997882,TRUE
"4495","L18","lexdec","nonword","low","low","4","nege",0.875,-0.133531392624523,TRUE
"4496","L18","lexdec","nonword","low","low","4","gurg",1.64,0.494696241836107,TRUE
"4497","L18","lexdec","nonword","low","low","5","gilge",1.203,0.184818436992542,TRUE
"4498","L18","lexdec","nonword","low","low","5","slefs",0.86,-0.150822889734584,TRUE
"4499","L18","lexdec","nonword","low","low","6","blorgs",1,0,TRUE
"4500","L18","lexdec","nonword","low","low","6","sprour",0.609,-0.49593701127224,TRUE
"4501","L18","lexdec","nonword","low","low","4","pryp",0.766,-0.266573109241546,TRUE
"4502","L18","lexdec","nonword","low","low","4","kyth",1.14,0.131028262406404,TRUE
"4503","L18","lexdec","nonword","low","low","4","vabb",0.859,-0.151986356997882,TRUE
"4504","L18","lexdec","nonword","low","low","5","terpe",1.125,0.117783035656383,TRUE
"4505","L18","lexdec","nonword","low","low","5","volms",1.953,0.669366651894542,TRUE
"4506","L18","lexdec","nonword","low","low","5","scaig",0.625,-0.470003629245736,TRUE
"4507","L18","lexdec","nonword","low","low","6","skeech",0.907,-0.0976128288670004,TRUE
"4508","L18","lexdec","nonword","low","low","6","deaffs",0.75,-0.287682072451781,TRUE
"4509","L18","lexdec","nonword","low","low","4","shuf",0.609,-0.49593701127224,TRUE
"4510","L18","lexdec","nonword","low","low","4","veut",0.515,-0.663588378318401,TRUE
"4511","L18","lexdec","nonword","low","low","5","yeece",0.968,-0.0325231917055601,TRUE
"4512","L18","lexdec","nonword","low","low","5","clett",0.625,-0.470003629245736,TRUE
"4513","L18","lexdec","nonword","low","low","6","breked",0.594,-0.520875959619492,TRUE
"4514","L18","lexdec","nonword","low","low","6","weiths",0.547,-0.603306476560156,TRUE
"4515","L18","lexdec","nonword","low","low","6","drownt",0.718,-0.331285709933913,TRUE
"4516","L18","lexdec","nonword","low","low","4","snuz",0.625,-0.470003629245736,TRUE
"4517","L18","lexdec","nonword","low","low","4","myde",0.703,-0.352398387171472,TRUE
"4518","L18","lexdec","nonword","low","low","5","montz",0.656,-0.421594490038048,TRUE
"4519","L18","lexdec","nonword","low","low","5","haivs",0.625,-0.470003629245736,TRUE
"4520","L18","lexdec","nonword","low","low","6","cratts",0.64,-0.446287102628419,TRUE
"4521","L18","lexdec","nonword","low","low","6","slinds",0.75,-0.287682072451781,TRUE
"4522","L18","lexdec","nonword","low","low","6","fleste",0.672,-0.397496938458987,TRUE
"4523","L18","lexdec","nonword","low","low","4","naln",0.609,-0.49593701127224,TRUE
"4524","L18","lexdec","nonword","low","low","4","jeev",0.719,-0.32989392126109,TRUE
"4525","L18","lexdec","nonword","low","low","4","zyts",0.5,-0.693147180559945,TRUE
"4526","L18","lexdec","nonword","low","low","5","shond",1.125,0.117783035656383,TRUE
"4527","L18","lexdec","nonword","low","low","5","shoth",1.141,0.131905070879939,TRUE
"4528","L18","lexdec","nonword","low","low","5","snauk",1.063,0.0610950993598108,TRUE
"4529","L18","lexdec","nonword","low","low","6","cruled",0.781,-0.247180129142451,TRUE
"4530","L18","lexdec","nonword","low","low","6","yolbed",1.078,0.0751074724868055,TRUE
"4531","L18","lexdec","word","low","low","4","afar",1.094,0.0898407039997895,TRUE
"4532","L18","lexdec","word","low","low","4","wolf",0.625,-0.470003629245736,TRUE
"4533","L18","lexdec","word","low","low","5","discs",0.828,-0.188742124596877,TRUE
"4534","L18","lexdec","word","low","low","5","lions",0.687,-0.375420986759788,TRUE
"4535","L18","lexdec","word","low","low","6","hinted",0.75,-0.287682072451781,TRUE
"4536","L18","lexdec","word","low","low","6","draped",1.297,0.260053905334307,TRUE
"4537","L18","lexdec","word","low","low","6","nudged",1.25,0.22314355131421,TRUE
"4538","L18","lexdec","word","low","low","4","turf",0.921,-0.0822952427268302,TRUE
"4539","L18","lexdec","word","low","low","5","ounce",1.031,0.0305292050348228,TRUE
"4540","L18","lexdec","word","low","low","5","mirth",0.781,-0.247180129142451,TRUE
"4541","L18","lexdec","word","low","low","5","irons",0.954,-0.0470916075338506,TRUE
"4542","L18","lexdec","word","low","low","6","inform",0.813,-0.207024169434327,TRUE
"4543","L18","lexdec","word","low","low","6","flexed",3.047,1.11415750000357,TRUE
"4544","L18","lexdec","word","low","low","4","void",0.609,-0.49593701127224,TRUE
"4545","L18","lexdec","word","low","low","4","mesh",0.75,-0.287682072451781,TRUE
"4546","L18","lexdec","word","low","low","5","sofas",0.813,-0.207024169434327,TRUE
"4547","L18","lexdec","word","low","low","5","baton",1.344,0.295650242100958,TRUE
"4548","L18","lexdec","word","low","low","6","larvae",0.828,-0.188742124596877,TRUE
"4549","L18","lexdec","word","low","low","6","undone",0.922,-0.0812100554255432,TRUE
"4550","L18","lexdec","word","low","low","4","knit",0.828,-0.188742124596877,TRUE
"4551","L18","lexdec","word","low","low","4","menu",0.734,-0.309246250367621,TRUE
"4552","L18","lexdec","word","low","low","5","truce",1.234,0.210260925483196,TRUE
"4553","L18","lexdec","word","low","low","6","wedged",0.718,-0.331285709933913,TRUE
"4554","L18","lexdec","word","low","low","6","masked",0.625,-0.470003629245736,TRUE
"4555","L18","lexdec","word","low","low","4","dual",0.593,-0.522560879984412,TRUE
"4556","L18","lexdec","word","low","low","4","levy",0.75,-0.287682072451781,TRUE
"4557","L18","lexdec","word","low","low","5","marsh",0.875,-0.133531392624523,TRUE
"4558","L18","lexdec","word","low","low","6","darted",0.719,-0.32989392126109,TRUE
"4559","L18","lexdec","word","low","low","6","spiced",0.781,-0.247180129142451,TRUE
"4560","L18","lexdec","word","low","low","6","glowed",1.281,0.247641022914597,TRUE
"4561","L19","lexdec","nonword","high","high","4","haie",2.172,0.775648402071689,TRUE
"4562","L19","lexdec","nonword","high","high","4","uows",1.094,0.0898407039997895,TRUE
"4563","L19","lexdec","nonword","high","high","5","oeats",0.953,-0.048140375327935,TRUE
"4564","L19","lexdec","nonword","high","high","5","clajs",0.703,-0.352398387171472,TRUE
"4565","L19","lexdec","nonword","high","high","5","uares",0.734,-0.309246250367621,TRUE
"4566","L19","lexdec","nonword","high","high","6","eoomed",0.953,-0.048140375327935,TRUE
"4567","L19","lexdec","nonword","high","high","6","uucked",1.093,0.0889262091944015,TRUE
"4568","L19","lexdec","nonword","high","high","6","seaqed",3.359,1.21164331063016,TRUE
"4569","L19","lexdec","nonword","high","high","4","aung",1.657,0.505008738444426,TRUE
"4570","L19","lexdec","nonword","high","high","4","eint",0.953,-0.048140375327935,TRUE
"4571","L19","lexdec","nonword","high","high","4","diae",0.75,-0.287682072451781,TRUE
"4572","L19","lexdec","nonword","high","high","5","aeeds",0.625,-0.470003629245736,TRUE
"4573","L19","lexdec","nonword","high","high","5","ioles",1.703,0.532391401680551,TRUE
"4574","L19","lexdec","nonword","high","high","5","uands",1.937,0.661140384424859,TRUE
"4575","L19","lexdec","nonword","high","high","6","qobbed",1.234,0.210260925483196,TRUE
"4576","L19","lexdec","nonword","high","high","6","leaoed",1.079,0.0760346862759976,TRUE
"4577","L19","lexdec","nonword","high","high","4","aoon",1.703,0.532391401680551,TRUE
"4578","L19","lexdec","nonword","high","high","4","iout",0.969,-0.0314906670913708,TRUE
"4579","L19","lexdec","nonword","high","high","5","aeals",0.563,-0.574475650842447,TRUE
"4580","L19","lexdec","nonword","high","high","5","ueans",0.891,-0.115410851511328,TRUE
"4581","L19","lexdec","nonword","high","high","5","maqes",1.062,0.0601539228197471,TRUE
"4582","L19","lexdec","nonword","high","high","6","staoes",0.719,-0.32989392126109,TRUE
"4583","L19","lexdec","nonword","high","high","6","iagged",0.672,-0.397496938458987,TRUE
"4584","L19","lexdec","nonword","high","high","6","xashed",0.766,-0.266573109241546,TRUE
"4585","L19","lexdec","nonword","high","high","4","eush",0.797,-0.226900600191922,TRUE
"4586","L19","lexdec","nonword","high","high","4","aown",0.625,-0.470003629245736,TRUE
"4587","L19","lexdec","nonword","high","high","5","oales",0.703,-0.352398387171472,TRUE
"4588","L19","lexdec","nonword","high","high","5","iared",0.64,-0.446287102628419,TRUE
"4589","L19","lexdec","nonword","high","high","5","uests",0.64,-0.446287102628419,TRUE
"4590","L19","lexdec","nonword","high","high","6","ougged",0.687,-0.375420986759788,TRUE
"4591","L19","lexdec","nonword","high","high","6","oarrow",0.516,-0.661648513500574,TRUE
"4592","L19","lexdec","nonword","high","high","4","sanm",0.688,-0.373966441048793,TRUE
"4593","L19","lexdec","nonword","high","high","4","aied",1.344,0.295650242100958,TRUE
"4594","L19","lexdec","nonword","high","high","4","oang",0.656,-0.421594490038048,TRUE
"4595","L19","lexdec","nonword","high","high","5","caoed",0.766,-0.266573109241546,TRUE
"4596","L19","lexdec","nonword","high","high","5","eoods",0.719,-0.32989392126109,TRUE
"4597","L19","lexdec","nonword","high","high","5","mioes",0.765,-0.267879445155601,TRUE
"4598","L19","lexdec","nonword","high","high","6","stajed",0.641,-0.444725822061467,TRUE
"4599","L19","lexdec","word","high","high","4","blow",0.75,-0.287682072451781,TRUE
"4600","L19","lexdec","word","high","high","4","list",0.672,-0.397496938458987,TRUE
"4601","L19","lexdec","word","high","high","5","store",0.891,-0.115410851511328,TRUE
"4602","L19","lexdec","word","high","high","5","moves",0.797,-0.226900600191922,TRUE
"4603","L19","lexdec","word","high","high","5","forms",0.812,-0.208254938820459,TRUE
"4604","L19","lexdec","word","high","high","6","failed",0.734,-0.309246250367621,TRUE
"4605","L19","lexdec","word","high","high","6","shared",0.766,-0.266573109241546,TRUE
"4606","L19","lexdec","word","high","high","6","rights",1.219,0.198030850499135,TRUE
"4607","L19","lexdec","word","high","high","4","pool",0.594,-0.520875959619492,TRUE
"4608","L19","lexdec","word","high","high","4","ship",1.015,0.0148886124937506,TRUE
"4609","L19","lexdec","word","high","high","5","sight",2.204,0.790273891290668,TRUE
"4610","L19","lexdec","word","high","high","5","match",0.719,-0.32989392126109,TRUE
"4611","L19","lexdec","word","high","high","5","hills",0.797,-0.226900600191922,TRUE
"4612","L19","lexdec","word","high","high","6","finger",0.61,-0.49429632181478,TRUE
"4613","L19","lexdec","word","high","high","6","paying",0.766,-0.266573109241546,TRUE
"4614","L19","lexdec","word","high","high","4","push",0.578,-0.54818141030976,TRUE
"4615","L19","lexdec","word","high","high","4","sold",1.125,0.117783035656383,TRUE
"4616","L19","lexdec","word","high","high","4","race",0.719,-0.32989392126109,TRUE
"4617","L19","lexdec","word","high","high","5","walls",1.531,0.425921116675547,TRUE
"4618","L19","lexdec","word","high","high","5","grown",0.813,-0.207024169434327,TRUE
"4619","L19","lexdec","word","high","high","6","pulled",0.766,-0.266573109241546,TRUE
"4620","L19","lexdec","word","high","high","6","latter",2.437,0.890767774643069,TRUE
"4621","L19","lexdec","word","high","high","4","king",0.703,-0.352398387171472,TRUE
